American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Alameda,2021-03-31,2021-03-30,2021-03-31 20:22:34
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Alpine,2021-03-31,2021-03-30,2021-03-31 20:22:37
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Amador,2021-03-31,2021-03-30,2021-03-31 20:22:40
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Butte,2021-03-31,2021-03-30,2021-03-31 20:22:42
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Calaveras,2021-03-31,2021-03-30,2021-03-31 20:22:45
1.0%,0.7%,0.4%,27.6%,5.3%,0.1%,31.7%,5.6%,27.7%,Colusa,2021-03-31,2021-03-30,2021-03-31 20:22:47
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Contra Costa,2021-03-31,2021-03-30,2021-03-31 20:22:50
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Del Norte,2021-03-31,2021-03-30,2021-03-31 20:22:53
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,El Dorado,2021-03-31,2021-03-30,2021-03-31 20:22:55
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Fresno,2021-03-31,2021-03-30,2021-03-31 20:22:58
2.0%,1.2%,0.2%,21.8%,7.8%,0.1%,42.3%,10.4%,14.2%,Glenn,2021-03-31,2021-03-30,2021-03-31 20:23:00
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Humboldt,2021-03-31,2021-03-30,2021-03-31 20:23:03
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Imperial,2021-03-31,2021-03-30,2021-03-31 20:23:05
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Inyo,2021-03-31,2021-03-30,2021-03-31 20:23:08
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Kern,2021-03-31,2021-03-30,2021-03-31 20:23:11
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Kings,2021-03-31,2021-03-30,2021-03-31 20:23:13
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Lake,2021-03-31,2021-03-30,2021-03-31 20:23:16
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Lassen,2021-03-31,2021-03-30,2021-03-31 20:23:18
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Los Angeles,2021-03-31,2021-03-30,2021-03-31 20:23:21
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Madera,2021-03-31,2021-03-30,2021-03-31 20:23:23
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Marin,2021-03-31,2021-03-30,2021-03-31 20:23:26
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Mariposa,2021-03-31,2021-03-30,2021-03-31 20:23:28
0.3%,11.8%,3.0%,19.5%,10.6%,0.4%,29.7%,11.0%,13.7%,Mendocino,2021-03-31,2021-03-30,2021-03-31 20:23:31
