American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,10.3%,3.4%,13.8%,2.8%,0.8%,25.1%,16%,27.5%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 12:30:45
0.1%,1.1%,0.4%,5.7%,12.8%,0.1%,29.8%,15.3%,34.6%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 12:30:49
0.2%,19.1%,1.2%,9.9%,15.2%,0.6%,29.9%,10%,14%,San Mateo,2021-03-18,2021-03-17,2021-03-19 12:30:52
0.2%,2.6%,0.8%,19.5%,20.6%,0.2%,35.7%,13.4%,6.9%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 12:30:56
0.1%,26%,1.4%,11.5%,14.1%,0.4%,25.6%,8.1%,12.8%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 12:30:59
0.2%,2%,0.3%,19.3%,17%,0.1%,42.4%,9.8%,8.9%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 12:31:03
0.7%,1.2%,0.3%,3.1%,22.6%,0.1%,46.6%,12.2%,13.2%,Shasta,2021-03-18,2021-03-17,2021-03-19 12:31:06
0.6%,0.8%,0.1%,8.2%,9.1%,0%,74.3%,3.1%,3.8%,Sierra,2021-03-18,2021-03-17,2021-03-19 12:31:10
1.8%,0.9%,0.5%,5.4%,9.2%,0%,61.8%,4.3%,16.1%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 12:31:13
0.3%,11.8%,7%,8.5%,8%,1%,29.6%,12.3%,21.5%,Solano,2021-03-18,2021-03-17,2021-03-19 12:31:17
0.6%,2.1%,0.7%,13.2%,12.6%,0.2%,46.5%,9%,15.2%,Sonoma,2021-03-18,2021-03-17,2021-03-19 12:31:20
0.4%,5%,1.6%,22.1%,1.1%,0.6%,37.2%,9.2%,22.7%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 12:31:24
0.6%,13.4%,1%,15.6%,14.2%,0.2%,41.9%,7%,6.1%,Sutter,2021-03-18,2021-03-17,2021-03-19 12:31:27
1.1%,0.6%,0.2%,10.6%,9.4%,0.1%,51.1%,9.6%,17.2%,Tehama,2021-03-18,2021-03-17,2021-03-19 12:31:31
1.2%,0.8%,0.2%,2.4%,10.2%,0.3%,66%,2.7%,16.2%,Trinity,2021-03-18,2021-03-17,2021-03-19 12:31:34
0.2%,2.7%,0.7%,43.6%,7%,0.2%,31%,5.8%,8.9%,Tulare,2021-03-18,2021-03-17,2021-03-19 12:31:37
0.4%,1.2%,0.3%,4.2%,1.3%,0.4%,80.2%,6.4%,5.5%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 12:31:41
0.1%,5.4%,0.9%,26.6%,19.6%,0.3%,34.6%,9.8%,2.8%,Ventura,2021-03-18,2021-03-17,2021-03-19 12:31:44
0.4%,6.3%,1%,12.7%,8.4%,0.3%,32.8%,8.9%,29%,Yolo,2021-03-18,2021-03-17,2021-03-19 12:31:48
1.3%,4.3%,2.1%,17.2%,11.2%,0.3%,51.6%,4.5%,7.6%,Yuba,2021-03-18,2021-03-17,2021-03-19 12:31:51
