0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,38.7%,26.9%,33.8%,Sacramento,2021-04-09,2021-04-08,2021-04-10 14:20:58
0.4%,40.3%,27.8%,31.5%,San Benito,2021-04-09,2021-04-08,2021-04-10 14:21:00
0.7%,38.9%,28.7%,31.7%,San Bernardino,2021-04-09,2021-04-08,2021-04-10 14:21:03
0.6%,38.8%,24.7%,35.8%,San Diego,2021-04-09,2021-04-08,2021-04-10 14:21:05
0.4%,47.3%,25.4%,26.9%,San Francisco,2021-04-09,2021-04-08,2021-04-10 14:21:08
0.6%,38.0%,27.9%,33.5%,San Joaquin,2021-04-09,2021-04-08,2021-04-10 14:21:10
0.4%,30.5%,24.2%,44.9%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-10 14:21:13
0.7%,40.2%,27.7%,31.4%,San Mateo,2021-04-09,2021-04-08,2021-04-10 14:21:15
0.4%,38.3%,25.6%,35.7%,Santa Barbara,2021-04-09,2021-04-08,2021-04-10 14:21:18
0.8%,40.5%,28.7%,30.0%,Santa Clara,2021-04-09,2021-04-08,2021-04-10 14:21:20
0.6%,37.3%,27.0%,35.1%,Santa Cruz,2021-04-09,2021-04-08,2021-04-10 14:21:23
0.4%,24.2%,25.0%,50.4%,Shasta,2021-04-09,2021-04-08,2021-04-10 14:21:26
0.000%,23.8%,29.0%,47.2%,Sierra,2021-04-09,2021-04-08,2021-04-10 14:21:28
0.5%,22.6%,24.8%,52.1%,Siskiyou,2021-04-09,2021-04-08,2021-04-10 14:21:30
0.5%,35.8%,28.3%,35.4%,Solano,2021-04-09,2021-04-08,2021-04-10 14:21:33
0.6%,34.6%,26.9%,37.9%,Sonoma,2021-04-09,2021-04-08,2021-04-10 14:21:35
1.0%,38.0%,27.1%,33.9%,Stanislaus,2021-04-09,2021-04-08,2021-04-10 14:21:38
0.4%,34.7%,27.5%,37.4%,Sutter,2021-04-09,2021-04-08,2021-04-10 14:21:40
0.4%,25.2%,27.5%,46.9%,Tehama,2021-04-09,2021-04-08,2021-04-10 14:21:43
0.1%,20.5%,24.7%,54.7%,Trinity,2021-04-09,2021-04-08,2021-04-10 14:21:45
0.8%,43.1%,27.0%,29.1%,Tulare,2021-04-09,2021-04-08,2021-04-10 14:21:48
0.5%,20.9%,26.1%,52.5%,Tuolumne,2021-04-09,2021-04-08,2021-04-10 14:21:51
0.7%,36.4%,28.4%,34.5%,Ventura,2021-04-09,2021-04-08,2021-04-10 14:21:53
0.8%,45.8%,24.5%,28.9%,Yolo,2021-04-09,2021-04-08,2021-04-10 14:21:56
0.3%,32.8%,28.4%,38.6%,Yuba,2021-04-09,2021-04-08,2021-04-10 14:21:58
