0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,43.9%,26.7%,28.7%,Alameda,2021-04-09,2021-04-08,2021-04-10 14:19:35
0.1%,36.5%,35.0%,28.4%,Alpine,2021-04-09,2021-04-08,2021-04-10 14:19:38
0.1%,19.4%,26.1%,54.4%,Amador,2021-04-09,2021-04-08,2021-04-10 14:19:41
0.7%,35.2%,24.8%,39.3%,Butte,2021-04-09,2021-04-08,2021-04-10 14:19:43
0.4%,16.8%,27.2%,55.6%,Calaveras,2021-04-09,2021-04-08,2021-04-10 14:19:46
0.2%,37.9%,27.0%,34.9%,Colusa,2021-04-09,2021-04-08,2021-04-10 14:19:48
1.1%,38.5%,29.1%,31.3%,Contra Costa,2021-04-09,2021-04-08,2021-04-10 14:19:50
0.1%,26.2%,28.0%,45.6%,Del Norte,2021-04-09,2021-04-08,2021-04-10 14:19:53
0.5%,25.6%,28.5%,45.3%,El Dorado,2021-04-09,2021-04-08,2021-04-10 14:19:56
0.6%,42.2%,26.6%,30.6%,Fresno,2021-04-09,2021-04-08,2021-04-10 14:19:58
0.4%,32.0%,27.2%,40.4%,Glenn,2021-04-09,2021-04-08,2021-04-10 14:20:00
0.4%,36.7%,23.6%,39.3%,Humboldt,2021-04-09,2021-04-08,2021-04-10 14:20:03
0.3%,41.7%,26.2%,31.7%,Imperial,2021-04-09,2021-04-08,2021-04-10 14:20:05
0.3%,28.9%,25.7%,45.1%,Inyo,2021-04-09,2021-04-08,2021-04-10 14:20:08
1.0%,41.6%,27.0%,30.3%,Kern,2021-04-09,2021-04-08,2021-04-10 14:20:10
0.6%,44.0%,28.9%,26.5%,Kings,2021-04-09,2021-04-08,2021-04-10 14:20:13
0.2%,24.7%,28.4%,46.6%,Lake,2021-04-09,2021-04-08,2021-04-10 14:20:15
0.1%,24.3%,27.7%,48.0%,Lassen,2021-04-09,2021-04-08,2021-04-10 14:20:18
0.6%,43.1%,27.5%,28.7%,Los Angeles,2021-04-09,2021-04-08,2021-04-10 14:20:20
0.5%,36.1%,26.8%,36.6%,Madera,2021-04-09,2021-04-08,2021-04-10 14:20:23
1.2%,33.1%,29.4%,36.3%,Marin,2021-04-09,2021-04-08,2021-04-10 14:20:25
0.2%,19.8%,25.4%,54.7%,Mariposa,2021-04-09,2021-04-08,2021-04-10 14:20:28
0.6%,32.5%,24.8%,42.1%,Mendocino,2021-04-09,2021-04-08,2021-04-10 14:20:30
0.5%,41.5%,26.3%,31.7%,Merced,2021-04-09,2021-04-08,2021-04-10 14:20:33
0.1%,20.4%,26.7%,52.8%,Modoc,2021-04-09,2021-04-08,2021-04-10 14:20:35
1.4%,46.4%,29.4%,22.8%,Mono,2021-04-09,2021-04-08,2021-04-10 14:20:38
0.6%,43.1%,26.1%,30.2%,Monterey,2021-04-09,2021-04-08,2021-04-10 14:20:40
0.5%,37.7%,26.0%,35.8%,Napa,2021-04-09,2021-04-08,2021-04-10 14:20:43
0.7%,24.7%,25.1%,49.4%,Nevada,2021-04-09,2021-04-08,2021-04-10 14:20:45
0.7%,39.5%,27.2%,32.7%,Orange,2021-04-09,2021-04-08,2021-04-10 14:20:48
0.6%,29.7%,26.2%,43.5%,Placer,2021-04-09,2021-04-08,2021-04-10 14:20:50
0.1%,20.8%,23.8%,55.4%,Plumas,2021-04-09,2021-04-08,2021-04-10 14:20:53
0.8%,34.8%,27.7%,36.7%,Riverside,2021-04-09,2021-04-08,2021-04-10 14:20:55
