American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21.2%,5.8%,10.5%,11.1%,0.6%,26.7%,8.8%,15.1%,Alameda,2021-03-19,2021-03-18,2021-03-19 22:19:17
1.9%,0.6%,0%,0.3%,0.3%,0%,17.6%,0.8%,78.4%,Alpine,2021-03-19,2021-03-18,2021-03-19 22:19:21
0.9%,1.5%,0.3%,7.1%,4.5%,0.3%,67.1%,9.1%,9.2%,Amador,2021-03-19,2021-03-18,2021-03-19 22:19:24
1.2%,2.1%,0.7%,7.3%,17.1%,0.1%,57%,7.9%,6.7%,Butte,2021-03-19,2021-03-18,2021-03-19 22:19:27
0.4%,1%,0.4%,4.4%,1.6%,0.1%,51.4%,8.7%,31.9%,Calaveras,2021-03-19,2021-03-18,2021-03-19 22:19:31
1.1%,0.7%,0.5%,26.2%,6%,0.1%,34.1%,5.4%,25.9%,Colusa,2021-03-19,2021-03-18,2021-03-19 22:19:34
0.2%,11.2%,4.6%,12.1%,12.3%,0.6%,35.9%,7.9%,15.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-19 22:19:37
7.5%,1.8%,0.5%,5.2%,8.3%,0.2%,61.1%,2.5%,12.9%,Del Norte,2021-03-19,2021-03-17,2021-03-19 22:19:40
0.3%,2.7%,0.5%,4.9%,14.6%,0.3%,51.8%,8.1%,16.8%,El Dorado,2021-03-19,2021-03-18,2021-03-19 22:19:44
0.5%,7.1%,2.1%,31.5%,10.3%,0.2%,29.3%,7.7%,11.3%,Fresno,2021-03-19,2021-03-18,2021-03-19 22:19:47
2.4%,1.1%,0.2%,20%,9.1%,0.1%,46.6%,10.2%,10.3%,Glenn,2021-03-19,2021-03-18,2021-03-19 22:19:50
3.5%,1.3%,0.6%,5.7%,14.8%,0.2%,64.3%,3%,6.4%,Humboldt,2021-03-19,2021-03-18,2021-03-19 22:19:53
0.1%,0.8%,0.5%,69.6%,2.6%,0.1%,10.2%,5.8%,10.4%,Imperial,2021-03-19,2021-03-18,2021-03-19 22:19:57
1.1%,0.8%,0.2%,8.7%,22.6%,0.1%,54.2%,4.9%,7.3%,Inyo,2021-03-19,2021-03-18,2021-03-19 22:20:00
0.3%,4.1%,2.3%,30.2%,12.5%,0.2%,30%,11%,9.3%,Kern,2021-03-19,2021-03-18,2021-03-19 22:20:03
0.8%,2.7%,1.9%,41.3%,7.5%,0.2%,27.5%,5.8%,12.2%,Kings,2021-03-19,2021-03-18,2021-03-19 22:20:07
